cnt,mnth,hr,holiday,workingday,weathersit,temp,atemp,hum,windspeed,season
224,6,9,0,0,1,0.62,0.6212,0.43,0.1343,2
317,6,10,0,0,1,0.64,0.6212,0.38,0.1045,2
369,6,11,0,0,1,0.66,0.6212,0.36,0.1343,2
420,6,12,0,0,1,0.7,0.6364,0.32,0.1642,2
456,6,13,0,0,1,0.74,0.6515,0.28,0.1343,2
451,6,14,0,0,1,0.74,0.6515,0.33,0.2239,2
404,6,15,0,0,2,0.74,0.6515,0.27,0.4179,2
440,6,16,0,0,2,0.72,0.6515,0.3,0.1343,2
344,6,17,0,0,2,0.72,0.6515,0.34,0.2537,2
341,6,18,0,0,2,0.74,0.6515,0.3,0.1642,2
285,6,19,0,0,2,0.7,0.6364,0.39,0.0896,2
239,6,20,0,0,2,0.7,0.6515,0.48,0.0896,2
185,6,21,0,0,2,0.66,0.6212,0.47,0.1045,2
190,6,22,0,0,1,0.64,0.6212,0.57,0.2239,2
150,6,23,0,0,2,0.64,0.6212,0.57,0,2
113,6,0,0,0,1,0.64,0.6212,0.57,0.0896,2
96,6,1,0,0,2,0.64,0.6212,0.61,0.1642,2
64,6,2,0,0,2,0.64,0.6212,0.61,0.1642,2
47,6,3,0,0,2,0.62,0.6061,0.65,0.1642,2
12,6,4,0,0,2,0.62,0.6061,0.65,0.1642,2
6,6,5,0,0,2,0.62,0.6061,0.61,0.1343,2
21,6,6,0,0,2,0.62,0.6061,0.61,0.1045,2
27,6,7,0,0,2,0.6,0.5909,0.73,0.2537,2
98,6,8,0,0,2,0.6,0.5909,0.73,0.2537,2
164,6,9,0,0,2,0.6,0.5758,0.78,0.194,2
251,6,10,0,0,2,0.62,0.5909,0.73,0.0896,2
335,6,11,0,0,2,0.64,0.6061,0.69,0.1045,2
335,6,12,0,0,2,0.64,0.6061,0.69,0.1045,2
367,6,13,0,0,1,0.66,0.6212,0.65,0.1045,2
385,6,14,0,0,1,0.7,0.6515,0.58,0.1642,2
417,6,15,0,0,1,0.7,0.6515,0.54,0,2
398,6,16,0,0,1,0.72,0.6667,0.51,0.0896,2
390,6,17,0,0,1,0.74,0.6667,0.51,0,2
363,6,18,0,0,1,0.7,0.6515,0.58,0.1045,2
357,6,19,0,0,1,0.68,0.6364,0.65,0.1642,2
279,6,20,0,0,1,0.66,0.6212,0.69,0.194,2
165,6,21,0,0,1,0.64,0.6061,0.73,0.1642,2
130,6,22,0,0,1,0.64,0.5909,0.78,0.2239,2
86,6,23,0,0,1,0.62,0.5909,0.78,0.1343,2
29,6,0,0,1,1,0.62,0.5909,0.78,0.1343,2
14,6,1,0,1,1,0.6,0.5606,0.83,0.1343,2
8,6,2,0,1,1,0.58,0.5455,0.88,0.1045,2
5,6,3,0,1,1,0.58,0.5455,0.88,0,2
8,6,4,0,1,1,0.56,0.5303,0.94,0.1045,2
31,6,5,0,1,1,0.56,0.5303,0.88,0.0896,2
112,6,6,0,1,1,0.58,0.5455,0.88,0,2
299,6,7,0,1,1,0.62,0.5909,0.78,0.1045,2
438,6,8,0,1,1,0.64,0.6061,0.73,0.0896,2
188,6,9,0,1,1,0.7,0.6515,0.58,0.1642,2
95,6,10,0,1,1,0.72,0.6667,0.51,0.2239,2
111,6,11,0,1,1,0.74,0.6667,0.42,0.1343,2
153,6,12,0,1,1,0.76,0.6667,0.37,0.1642,2
180,6,13,0,1,1,0.78,0.6818,0.35,0,2
145,6,14,0,1,1,0.78,0.6818,0.31,0.1343,2
165,6,15,0,1,1,0.8,0.697,0.29,0.194,2
267,6,16,0,1,1,0.76,0.6667,0.33,0.1343,2
579,6,17,0,1,1,0.78,0.6818,0.33,0.2836,2
556,6,18,0,1,1,0.76,0.6667,0.31,0.1343,2
407,6,19,0,1,1,0.72,0.6667,0.54,0.194,2
336,6,20,0,1,1,0.68,0.6364,0.61,0.1343,2
189,6,21,0,1,1,0.66,0.6212,0.57,0.0896,2
173,6,22,0,1,1,0.66,0.6212,0.61,0.0896,2
60,6,23,0,1,1,0.64,0.6061,0.69,0.0896,2
20,6,0,0,1,1,0.64,0.6061,0.65,0.0896,2
4,6,1,0,1,1,0.62,0.6061,0.69,0.1343,2
5,6,2,0,1,1,0.6,0.5909,0.73,0.0896,2
2,6,3,0,1,1,0.6,0.5909,0.73,0.0896,2
5,6,4,0,1,1,0.58,0.5455,0.83,0.1343,2
32,6,5,0,1,1,0.58,0.5455,0.88,0.1642,2
126,6,6,0,1,1,0.6,0.5758,0.78,0.1343,2
334,6,7,0,1,2,0.64,0.6061,0.69,0.194,2
477,6,8,0,1,2,0.68,0.6364,0.61,0.1343,2
217,6,9,0,1,2,0.72,0.6667,0.58,0.2239,2
123,6,10,0,1,2,0.76,0.6818,0.48,0.194,2
151,6,11,0,1,2,0.76,0.697,0.52,0.2537,2
183,6,12,0,1,2,0.8,0.7273,0.46,0.2836,2
196,6,13,0,1,2,0.8,0.7273,0.43,0.2537,2
146,6,14,0,1,2,0.8,0.7273,0.43,0.2836,2
183,6,15,0,1,2,0.82,0.7424,0.41,0.3284,2
308,6,16,0,1,1,0.8,0.7121,0.38,0.2239,2
539,6,17,0,1,1,0.8,0.7273,0.43,0.2537,2
551,6,18,0,1,1,0.78,0.697,0.46,0.2836,2
424,6,19,0,1,1,0.76,0.6818,0.48,0.2537,2
346,6,20,0,1,1,0.74,0.6818,0.56,0.1343,2
218,6,21,0,1,1,0.72,0.6818,0.7,0.1343,2
153,6,22,0,1,1,0.7,0.6515,0.65,0.1343,2
90,6,23,0,1,1,0.68,0.6364,0.79,0.1045,2
41,6,0,0,1,1,0.66,0.5909,0.89,0.1343,2
23,6,1,0,1,1,0.66,0.6061,0.78,0,2
7,6,2,0,1,1,0.64,0.5758,0.89,0.0896,2
3,6,3,0,1,1,0.64,0.5758,0.89,0.0896,2
6,6,4,0,1,1,0.62,0.5758,0.83,0,2
21,6,5,0,1,1,0.62,0.5606,0.88,0,2
116,6,6,0,1,1,0.64,0.5758,0.89,0.1343,2
353,6,7,0,1,1,0.66,0.6212,0.74,0.1045,2
481,6,8,0,1,1,0.76,0.7121,0.58,0.1642,2
202,6,9,0,1,1,0.76,0.7121,0.58,0.1642,2
90,6,10,0,1,1,0.82,0.7424,0.43,0.2239,2
134,6,11,0,1,1,0.84,0.7576,0.41,0.194,2
149,6,12,0,1,1,0.88,0.8182,0.42,0.1343,2
136,6,13,0,1,1,0.9,0.8485,0.42,0,2
155,6,14,0,1,1,0.92,0.8788,0.4,0.2537,2
128,6,15,0,1,1,0.92,0.8788,0.4,0.1642,2
233,6,16,0,1,1,0.92,0.8788,0.4,0.2239,2
506,6,17,0,1,1,0.92,0.8485,0.35,0.2239,2
459,6,18,0,1,1,0.9,0.8182,0.37,0.2239,2
384,6,19,0,1,1,0.82,0.803,0.59,0.1343,2
280,6,20,0,1,1,0.8,0.7879,0.63,0.1343,2
202,6,21,0,1,1,0.8,0.803,0.66,0.1343,2
176,6,22,0,1,1,0.76,0.7424,0.75,0.1642,2
116,6,23,0,1,1,0.76,0.7424,0.75,0.194,2
47,6,0,0,1,2,0.74,0.7121,0.79,0.1343,2
16,6,1,0,1,1,0.74,0.7121,0.79,0.1045,2
6,6,2,0,1,2,0.72,0.7121,0.84,0.1642,2
2,6,3,0,1,2,0.72,0.7121,0.84,0.1045,2
6,6,4,0,1,2,0.72,0.697,0.79,0.0896,2
20,6,5,0,1,2,0.7,0.6667,0.84,0,2
118,6,6,0,1,2,0.72,0.7121,0.84,0.0896,2
314,6,7,0,1,2,0.72,0.697,0.79,0.1343,2
432,6,8,0,1,2,0.76,0.7273,0.7,0.1045,2
168,6,9,0,1,1,0.84,0.7879,0.49,0,2
94,6,10,0,1,1,0.86,0.8182,0.5,0.2836,2
118,6,11,0,1,1,0.9,0.8485,0.42,0.2239,2
140,6,12,0,1,1,0.92,0.8485,0.35,0.194,2
136,6,13,0,1,1,0.9,0.8182,0.37,0.0896,2
118,6,14,0,1,1,0.92,0.8788,0.4,0.194,2
104,6,15,0,1,1,0.94,0.8333,0.31,0.1642,2
200,6,16,0,1,1,0.92,0.8333,0.33,0.1343,2
409,6,17,0,1,1,0.9,0.8182,0.37,0.2537,2
466,6,18,0,1,1,0.88,0.803,0.39,0.2836,2
326,6,19,0,1,2,0.84,0.7424,0.39,0.3284,2
254,6,20,0,1,2,0.8,0.7273,0.43,0.194,2
171,6,21,0,1,3,0.76,0.697,0.52,0,2
153,6,22,0,1,2,0.74,0.6818,0.58,0.1642,2
97,6,23,0,1,2,0.74,0.697,0.57,0.1642,2
69,6,0,0,1,3,0.7,0.6515,0.65,0.2239,2
23,6,1,0,1,3,0.7,0.6515,0.65,0.2239,2
13,6,2,0,1,1,0.68,0.6364,0.69,0.1642,2
6,6,3,0,1,1,0.68,0.6364,0.69,0.1642,2
4,6,4,0,1,1,0.66,0.6061,0.78,0.1642,2
28,6,5,0,1,1,0.66,0.6061,0.78,0.1642,2
104,6,6,0,1,1,0.66,0.6061,0.78,0.0896,2
267,6,7,0,1,1,0.72,0.6818,0.66,0.1045,2
452,6,8,0,1,1,0.74,0.6818,0.58,0.1343,2
213,6,9,0,1,1,0.76,0.697,0.55,0,2
111,6,10,0,1,1,0.78,0.7121,0.52,0,2
153,6,11,0,1,1,0.82,0.7576,0.46,0,2
207,6,12,0,1,1,0.84,0.7576,0.44,0.1343,2
189,6,13,0,1,1,0.84,0.7576,0.44,0.1045,2
165,6,14,0,1,1,0.86,0.7727,0.39,0,2
212,6,15,0,1,1,0.84,0.7576,0.44,0.1045,2
285,6,16,0,1,1,0.82,0.7879,0.56,0.2985,2
517,6,17,0,1,1,0.82,0.7727,0.52,0.2239,2
463,6,18,0,1,1,0.8,0.7727,0.59,0.2239,2
306,6,19,0,1,1,0.78,0.7424,0.59,0.194,2
250,6,20,0,1,1,0.76,0.7121,0.62,0.1045,2
218,6,21,0,1,1,0.76,0.7273,0.66,0.1343,2
185,6,22,0,1,1,0.72,0.697,0.74,0.2537,2
146,6,23,0,1,1,0.72,0.697,0.74,0.1642,2
117,6,0,0,0,1,0.7,0.6667,0.79,0.1343,2
77,6,1,0,0,1,0.7,0.6667,0.79,0.0896,2
60,6,2,0,0,1,0.7,0.6667,0.79,0.1045,2
28,6,3,0,0,1,0.68,0.6364,0.83,0.0896,2
13,6,4,0,0,1,0.68,0.6364,0.79,0.0896,2
16,6,5,0,0,1,0.68,0.6364,0.74,0.1343,2
40,6,6,0,0,1,0.7,0.6515,0.61,0.1343,2
68,6,7,0,0,1,0.72,0.6667,0.58,0.194,2
143,6,8,0,0,1,0.74,0.6818,0.58,0.194,2
230,6,9,0,0,1,0.74,0.6818,0.62,0.1343,2
264,6,10,0,0,1,0.74,0.6818,0.58,0.1642,2
325,6,11,0,0,1,0.76,0.7121,0.62,0.1343,2
347,6,12,0,0,1,0.8,0.7576,0.55,0.2239,2
387,6,13,0,0,1,0.8,0.7576,0.55,0.194,2
380,6,14,0,0,1,0.82,0.7727,0.49,0.1045,2
374,6,15,0,0,1,0.82,0.7727,0.49,0.1045,2
394,6,16,0,0,2,0.8,0.7273,0.46,0.194,2
337,6,17,0,0,2,0.74,0.6818,0.58,0.1642,2
286,6,18,0,0,2,0.72,0.6818,0.62,0.1343,2
264,6,19,0,0,1,0.7,0.6515,0.65,0.194,2
275,6,20,0,0,1,0.68,0.6364,0.74,0.2537,2
220,6,21,0,0,1,0.66,0.6212,0.74,0.2239,2
190,6,22,0,0,1,0.66,0.6061,0.78,0.2239,2
131,6,23,0,0,1,0.66,0.6212,0.74,0.1045,2
119,6,0,0,0,1,0.66,0.6061,0.78,0.2239,2
93,6,1,0,0,1,0.64,0.5758,0.83,0.1045,2
66,6,2,0,0,1,0.64,0.5758,0.89,0.2537,2
28,6,3,0,0,1,0.64,0.5758,0.89,0.2836,2
14,6,4,0,0,1,0.62,0.5606,0.88,0.1642,2
10,6,5,0,0,1,0.62,0.5606,0.88,0.2239,2
14,6,6,0,0,1,0.62,0.5606,0.88,0.1045,2
34,6,7,0,0,1,0.64,0.5909,0.78,0.1045,2
92,6,8,0,0,1,0.7,0.6667,0.74,0,2
182,6,9,0,0,1,0.72,0.6818,0.66,0,2
311,6,10,0,0,1,0.76,0.7121,0.58,0.0896,2
367,6,11,0,0,1,0.78,0.7273,0.55,0.1045,2
420,6,12,0,0,1,0.82,0.7576,0.46,0,2
373,6,13,0,0,1,0.78,0.7424,0.59,0.2836,2
315,6,14,0,0,1,0.82,0.7879,0.56,0.2537,2
360,6,15,0,0,1,0.8,0.7727,0.59,0.2985,2
350,6,16,0,0,3,0.68,0.6364,0.83,0.2836,2
252,6,17,0,0,3,0.68,0.6364,0.83,0.2836,2
256,6,18,0,0,1,0.7,0.6667,0.74,0.1642,2
223,6,19,0,0,1,0.7,0.6667,0.74,0.1045,2
206,6,20,0,0,1,0.66,0.6061,0.83,0.1642,2
140,6,21,0,0,1,0.66,0.6061,0.83,0.1045,2
128,6,22,0,0,1,0.64,0.5758,0.83,0.1343,2
107,6,23,0,0,1,0.64,0.5909,0.78,0.194,2
28,6,0,0,1,1,0.64,0.5909,0.78,0.1343,2
16,6,1,0,1,1,0.64,0.6061,0.73,0.2239,2
10,6,2,0,1,1,0.62,0.5909,0.73,0.2836,2
7,6,3,0,1,1,0.6,0.6061,0.6,0.4925,2
4,6,4,0,1,1,0.56,0.5303,0.64,0.2985,2
29,6,5,0,1,1,0.54,0.5152,0.64,0.3881,2
105,6,6,0,1,1,0.54,0.5152,0.64,0.4179,2
328,6,7,0,1,1,0.56,0.5303,0.56,0.3582,2
476,6,8,0,1,1,0.58,0.5455,0.49,0.4478,2
224,6,9,0,1,1,0.62,0.6212,0.46,0.3582,2
118,6,10,0,1,1,0.64,0.6212,0.41,0.3284,2
159,6,11,0,1,1,0.66,0.6212,0.41,0.2985,2
196,6,12,0,1,1,0.66,0.6212,0.41,0.2836,2
227,6,13,0,1,1,0.7,0.6364,0.37,0,2
200,6,14,0,1,1,0.7,0.6364,0.34,0.2537,2
185,6,15,0,1,1,0.7,0.6364,0.37,0.4478,2
326,6,16,0,1,1,0.7,0.6364,0.37,0.4179,2
601,6,17,0,1,1,0.7,0.6364,0.39,0.3284,2
586,6,18,0,1,1,0.7,0.6364,0.37,0.3582,2
423,6,19,0,1,1,0.66,0.6212,0.39,0.2836,2
331,6,20,0,1,1,0.64,0.6212,0.44,0.2537,2
218,6,21,0,1,1,0.64,0.6212,0.41,0.2537,2
134,6,22,0,1,1,0.62,0.6212,0.46,0.2239,2
89,6,23,0,1,1,0.62,0.6212,0.46,0.194,2
31,6,0,0,1,1,0.6,0.6212,0.49,0.194,2
13,6,1,0,1,1,0.6,0.6212,0.49,0.2537,2
10,6,2,0,1,1,0.6,0.6212,0.49,0.2836,2
2,6,3,0,1,1,0.58,0.5455,0.53,0.3284,2
3,6,4,0,1,1,0.54,0.5152,0.6,0.2537,2
26,6,5,0,1,1,0.54,0.5152,0.56,0.3284,2
113,6,6,0,1,1,0.54,0.5152,0.56,0.2985,2
365,6,7,0,1,1,0.56,0.5303,0.52,0.4179,2
486,6,8,0,1,1,0.58,0.5455,0.49,0.3881,2
193,6,9,0,1,1,0.62,0.6212,0.46,0.194,2
130,6,10,0,1,1,0.62,0.6212,0.46,0.2239,2
143,6,11,0,1,1,0.64,0.6212,0.41,0.2836,2
169,6,12,0,1,1,0.64,0.6212,0.41,0.3582,2
209,6,13,0,1,1,0.64,0.6212,0.44,0.2239,2
159,6,14,0,1,2,0.64,0.6212,0.47,0.194,2
178,6,15,0,1,1,0.64,0.6212,0.47,0.1642,2
330,6,16,0,1,1,0.68,0.6364,0.41,0.194,2
569,6,17,0,1,3,0.64,0.6212,0.5,0.2836,2
538,6,18,0,1,1,0.62,0.6212,0.51,0.3284,2
386,6,19,0,1,1,0.64,0.6212,0.5,0.3582,2
297,6,20,0,1,1,0.6,0.6212,0.56,0.1642,2
243,6,21,0,1,1,0.6,0.6212,0.56,0.2985,2
188,6,22,0,1,1,0.58,0.5455,0.6,0.2239,2
110,6,23,0,1,1,0.56,0.5303,0.68,0.2239,2
52,6,0,0,1,1,0.56,0.5303,0.64,0.3582,2
14,6,1,0,1,1,0.54,0.5152,0.64,0.2836,2
9,6,2,0,1,1,0.52,0.5,0.63,0.2239,2
1,6,3,0,1,1,0.5,0.4848,0.68,0.2537,2
4,6,4,0,1,1,0.5,0.4848,0.63,0.2836,2
21,6,5,0,1,1,0.48,0.4697,0.67,0.2836,2
121,6,6,0,1,1,0.5,0.4848,0.63,0.2537,2
370,6,7,0,1,1,0.54,0.5152,0.6,0.1343,2
498,6,8,0,1,1,0.58,0.5455,0.53,0.1343,2
207,6,9,0,1,1,0.6,0.6212,0.49,0,2
135,6,10,0,1,1,0.64,0.6212,0.47,0.1642,2
164,6,11,0,1,1,0.68,0.6364,0.36,0,2
211,6,12,0,1,1,0.7,0.6364,0.34,0.2239,2
189,6,13,0,1,1,0.74,0.6515,0.28,0.2836,2
178,6,14,0,1,1,0.74,0.6515,0.28,0,2
164,6,15,0,1,1,0.76,0.6667,0.27,0,2
312,6,16,0,1,1,0.76,0.6667,0.27,0.1343,2
638,6,17,0,1,1,0.74,0.6515,0.28,0.1045,2
607,6,18,0,1,1,0.72,0.6515,0.32,0.1343,2
416,6,19,0,1,1,0.7,0.6364,0.37,0.2836,2
330,6,20,0,1,1,0.66,0.6212,0.44,0.1642,2
257,6,21,0,1,1,0.64,0.6212,0.47,0.2239,2
175,6,22,0,1,1,0.62,0.6212,0.5,0.1045,2
107,6,23,0,1,1,0.62,0.6212,0.53,0,2
47,6,0,0,1,1,0.6,0.6212,0.56,0.1045,2
17,6,1,0,1,1,0.58,0.5455,0.6,0,2
5,6,2,0,1,1,0.6,0.6212,0.56,0.0896,2
4,6,3,0,1,2,0.56,0.5303,0.73,0.0896,2
6,6,4,0,1,2,0.56,0.5303,0.68,0.1045,2
25,6,5,0,1,1,0.6,0.6061,0.64,0.194,2
112,6,6,0,1,3,0.58,0.5455,0.73,0.1642,2
188,6,7,0,1,3,0.56,0.5303,0.78,0.1642,2
388,6,8,0,1,2,0.6,0.5909,0.69,0.1343,2
261,6,9,0,1,2,0.62,0.6061,0.65,0.194,2
121,6,10,0,1,2,0.66,0.6212,0.61,0.2537,2
150,6,11,0,1,2,0.68,0.6364,0.61,0.2985,2
206,6,12,0,1,1,0.72,0.6667,0.54,0.3881,2
151,6,13,0,1,2,0.72,0.6667,0.54,0.2537,2
153,6,14,0,1,2,0.72,0.6667,0.54,0.3284,2
159,6,15,0,1,2,0.7,0.6515,0.61,0.2985,2
294,6,16,0,1,3,0.66,0.6212,0.69,0.194,2
272,6,17,0,1,2,0.64,0.5909,0.78,0.1045,2
325,6,18,0,1,1,0.64,0.5758,0.83,0.2239,2
327,6,19,0,1,1,0.62,0.5758,0.83,0.2836,2
201,6,20,0,1,1,0.62,0.5758,0.83,0.3284,2
188,6,21,0,1,3,0.62,0.5758,0.83,0.2537,2
151,6,22,0,1,3,0.62,0.5758,0.83,0.2537,2
16,6,23,0,1,3,0.6,0.5606,0.83,0.2537,2
24,6,0,0,1,1,0.56,0.5303,0.88,0.0896,2
23,6,1,0,1,1,0.56,0.5303,0.94,0.1343,2
13,6,2,0,1,1,0.56,0.5303,0.94,0.1045,2
6,6,3,0,1,1,0.56,0.5303,0.94,0.1045,2
6,6,4,0,1,1,0.54,0.5152,0.94,0.1343,2
13,6,5,0,1,1,0.54,0.5152,1,0,2
97,6,6,0,1,1,0.56,0.5303,0.94,0,2
250,6,7,0,1,1,0.6,0.5606,0.83,0,2
454,6,8,0,1,2,0.6,0.5606,0.83,0,2
224,6,9,0,1,1,0.7,0.6515,0.58,0.194,2
170,6,10,0,1,1,0.7,0.6515,0.58,0.194,2
181,6,11,0,1,1,0.68,0.6364,0.69,0.2537,2
243,6,12,0,1,1,0.7,0.6515,0.65,0.2537,2
204,6,13,0,1,1,0.74,0.6818,0.62,0.2836,2
215,6,14,0,1,1,0.76,0.697,0.52,0.194,2
243,6,15,0,1,1,0.78,0.697,0.43,0.2239,2
355,6,16,0,1,1,0.76,0.6818,0.45,0.1642,2
552,6,17,0,1,3,0.76,0.6818,0.4,0.194,2
450,6,18,0,1,3,0.76,0.6818,0.4,0.194,2
328,6,19,0,1,3,0.64,0.5758,0.83,0.2537,2
232,6,20,0,1,1,0.64,0.5909,0.78,0.1045,2
208,6,21,0,1,1,0.64,0.5909,0.78,0.0896,2
175,6,22,0,1,1,0.62,0.5606,0.88,0.1343,2
178,6,23,0,1,1,0.62,0.5758,0.83,0.1343,2
104,6,0,0,0,1,0.62,0.5606,0.88,0.1343,2
95,6,1,0,0,1,0.62,0.5758,0.83,0.1045,2
53,6,2,0,0,1,0.6,0.5455,0.88,0,2
20,6,3,0,0,1,0.6,0.5455,0.88,0.0896,2
5,6,4,0,0,1,0.6,0.5455,0.88,0.0896,2
7,6,5,0,0,1,0.62,0.5758,0.83,0,2
27,6,6,0,0,1,0.62,0.5758,0.83,0.1045,2
57,6,7,0,0,1,0.64,0.5909,0.78,0.1343,2
131,6,8,0,0,1,0.66,0.6061,0.78,0.0896,2
218,6,9,0,0,1,0.7,0.6515,0.61,0.2239,2
244,6,10,0,0,1,0.72,0.6818,0.62,0.194,2
404,6,11,0,0,1,0.72,0.6818,0.62,0.1343,2
420,6,12,0,0,1,0.74,0.697,0.66,0.0896,2
327,6,13,0,0,1,0.76,0.697,0.55,0,2
334,6,14,0,0,2,0.8,0.7273,0.46,0.2836,2
367,6,15,0,0,2,0.82,0.7576,0.46,0.1343,2
468,6,16,0,0,2,0.76,0.697,0.52,0.2239,2
449,6,17,0,0,2,0.76,0.6818,0.48,0.1642,2
381,6,18,0,0,2,0.74,0.6818,0.55,0.194,2
326,6,19,0,0,2,0.74,0.6667,0.51,0.1045,2
188,6,20,0,0,2,0.72,0.6667,0.58,0.1343,2
183,6,21,0,0,2,0.72,0.6818,0.66,0.1045,2
161,6,22,0,0,2,0.72,0.6818,0.62,0.1343,2
150,6,23,0,0,2,0.72,0.6818,0.62,0,2
89,6,0,0,0,1,0.7,0.6515,0.65,0,2
76,6,1,0,0,2,0.7,0.6515,0.65,0.0896,2
72,6,2,0,0,1,0.68,0.6364,0.74,0.0896,2
30,6,3,0,0,2,0.66,0.6061,0.78,0.1343,2
17,6,4,0,0,2,0.66,0.6212,0.74,0.1343,2
19,6,5,0,0,2,0.66,0.6061,0.78,0,2
33,6,6,0,0,2,0.66,0.6061,0.78,0.1642,2
71,6,7,0,0,2,0.66,0.6061,0.78,0.1642,2
84,6,8,0,0,3,0.68,0.6364,0.74,0.1045,2
169,6,9,0,0,2,0.68,0.6364,0.74,0.1045,2
244,6,10,0,0,2,0.7,0.6515,0.61,0.1045,2
377,6,11,0,0,2,0.72,0.6667,0.58,0.0896,2
396,6,12,0,0,2,0.74,0.6818,0.55,0.0896,2
363,6,13,0,0,2,0.74,0.6667,0.51,0,2
317,6,14,0,0,3,0.74,0.6818,0.58,0.1045,2
362,6,15,0,0,2,0.74,0.6818,0.55,0.1045,2
378,6,16,0,0,2,0.76,0.6818,0.48,0,2
397,6,17,0,0,1,0.74,0.6667,0.51,0,2
296,6,18,0,0,2,0.74,0.6818,0.58,0.0896,2
311,6,19,0,0,1,0.72,0.6818,0.62,0.1343,2
232,6,20,0,0,1,0.7,0.6515,0.7,0.194,2
167,6,21,0,0,1,0.68,0.6364,0.79,0.1343,2
152,6,22,0,0,1,0.66,0.6061,0.78,0.2239,2
92,6,23,0,0,1,0.66,0.6061,0.78,0.194,2
26,6,0,0,1,1,0.66,0.6061,0.83,0.1642,2
12,6,1,0,1,1,0.64,0.5758,0.89,0.0896,2
2,6,2,0,1,1,0.64,0.5758,0.89,0.0896,2
1,6,3,0,1,3,0.64,0.5758,0.89,0,2
3,6,4,0,1,3,0.62,0.5606,0.88,0.1642,2
3,6,5,0,1,3,0.62,0.5758,0.83,0.1343,2
26,6,6,0,1,3,0.6,0.5758,0.78,0.1343,2
46,6,7,0,1,3,0.56,0.5303,0.88,0.194,2
221,6,8,0,1,3,0.56,0.5303,0.83,0.194,2
219,6,9,0,1,2,0.6,0.5758,0.78,0.2537,2
91,6,10,0,1,2,0.6,0.5758,0.78,0.2537,2
94,6,11,0,1,2,0.6,0.5758,0.78,0.1045,2
162,6,12,0,1,2,0.62,0.6061,0.69,0.1045,2
179,6,13,0,1,1,0.64,0.6061,0.65,0.1045,2
175,6,14,0,1,1,0.66,0.6212,0.61,0.1045,2
205,6,15,0,1,1,0.66,0.6212,0.61,0.1343,2
299,6,16,0,1,1,0.7,0.6515,0.58,0.1642,2
565,6,17,0,1,1,0.7,0.6515,0.54,0,2
538,6,18,0,1,1,0.7,0.6515,0.61,0.2537,2
431,6,19,0,1,1,0.66,0.6212,0.65,0.2239,2
316,6,20,0,1,1,0.66,0.6212,0.69,0.2239,2
206,6,21,0,1,1,0.64,0.6061,0.73,0.1642,2
130,6,22,0,1,2,0.64,0.6061,0.73,0.2239,2
60,6,23,0,1,1,0.62,0.5909,0.78,0.2537,2
33,6,0,0,1,1,0.62,0.5909,0.78,0.1642,3
14,6,1,0,1,3,0.62,0.5909,0.78,0.1642,3
6,6,2,0,1,3,0.62,0.5758,0.83,0.1642,3
2,6,3,0,1,3,0.62,0.5758,0.83,0.1642,3
9,6,4,0,1,2,0.6,0.5455,0.88,0.1045,3
25,6,5,0,1,2,0.6,0.5455,0.88,0.1343,3
115,6,6,0,1,2,0.6,0.5455,0.88,0.1343,3
309,6,7,0,1,2,0.6,0.5152,0.94,0,3
401,6,8,0,1,2,0.62,0.5606,0.88,0.1045,3
275,6,9,0,1,2,0.62,0.5606,0.88,0.2537,3
161,6,10,0,1,2,0.64,0.5758,0.83,0.194,3
171,6,11,0,1,1,0.66,0.6061,0.83,0.1642,3
189,6,12,0,1,1,0.7,0.6667,0.74,0.1642,3
207,6,13,0,1,1,0.74,0.697,0.66,0.1642,3
152,6,14,0,1,1,0.76,0.7121,0.62,0.2239,3
170,6,15,0,1,1,0.78,0.7424,0.59,0.2537,3
335,6,16,0,1,1,0.8,0.7727,0.59,0.2239,3
572,6,17,0,1,1,0.78,0.7576,0.66,0.2239,3
536,6,18,0,1,2,0.76,0.7273,0.7,0.2537,3
425,6,19,0,1,2,0.74,0.7121,0.74,0.2239,3
326,6,20,0,1,3,0.74,0.697,0.7,0.2239,3
229,6,21,0,1,1,0.72,0.697,0.74,0.194,3
109,6,22,0,1,1,0.7,0.6667,0.79,0.1045,3
64,6,23,0,1,1,0.7,0.6667,0.74,0.1045,3
33,6,0,0,1,1,0.66,0.6061,0.78,0.194,3
21,6,1,0,1,1,0.66,0.6061,0.78,0.1343,3
7,6,2,0,1,1,0.66,0.6061,0.78,0,3
7,6,3,0,1,1,0.66,0.6061,0.78,0.1343,3
11,6,4,0,1,1,0.64,0.5758,0.83,0,3
23,6,5,0,1,1,0.64,0.5758,0.89,0,3
122,6,6,0,1,1,0.66,0.6061,0.83,0,3
311,6,7,0,1,1,0.7,0.6667,0.79,0,3
423,6,8,0,1,1,0.72,0.697,0.74,0.1045,3
219,6,9,0,1,1,0.72,0.697,0.79,0.1642,3
135,6,10,0,1,1,0.74,0.697,0.7,0.2537,3
145,6,11,0,1,1,0.74,0.697,0.7,0.1642,3
188,6,12,0,1,2,0.8,0.7727,0.59,0.2239,3
147,6,13,0,1,2,0.82,0.7879,0.56,0.2537,3
145,6,14,0,1,2,0.82,0.7727,0.52,0.2836,3
146,6,15,0,1,2,0.82,0.7879,0.56,0.2836,3
258,6,16,0,1,2,0.82,0.803,0.59,0.3284,3
529,6,17,0,1,2,0.8,0.7576,0.55,0.3881,3
513,6,18,0,1,2,0.8,0.7727,0.59,0.2537,3
